y,Vgs,psi
9.499999999999999e-09,-1.96,-0.09524843700284762
9.999999999999999e-09,-1.96,-0.09271488501371838
1.0499999999999998e-08,-1.96,-0.09031198259149505
1.1e-08,-1.96,-0.08802784750130008
1.1499999999999999e-08,-1.96,-0.0858521608800153
1.1999999999999998e-08,-1.96,-0.08377590356948218
1.2499999999999998e-08,-1.96,-0.08179114584421869
1.2999999999999997e-08,-1.96,-0.0798908780576525
1.3499999999999998e-08,-1.96,-0.07806887300519569
1.3999999999999998e-08,-1.96,-0.0763195731300224
1.4499999999999997e-08,-1.96,-0.07463799737544792
1.5e-08,-1.96,-0.07301966371339584
1.5499999999999997e-08,-1.96,-0.071460524284368
1.5999999999999998e-08,-1.96,-0.06995691076144488
1.65e-08,-1.96,-0.06850548806217852
1.6999999999999997e-08,-1.96,-0.06710321492210723
1.7499999999999998e-08,-1.96,-0.06574731014355067
1.7999999999999996e-08,-1.96,-0.06443522356602524
1.8499999999999997e-08,-1.96,-0.06316461098655582
1.8999999999999998e-08,-1.96,-0.06193331240147223
1.9499999999999996e-08,-1.96,-0.06073933305495453
1.9999999999999997e-08,-1.96,-0.05958082687035317
2.0499999999999998e-08,-1.96,-0.0584560819132264
2.0999999999999996e-08,-1.96,-0.057363507593962235
2.1499999999999997e-08,-1.96,-0.05630162336573528
2.2e-08,-1.96,-0.05526904871266517
2.2499999999999996e-08,-1.96,-0.054264494255157954
2.2999999999999998e-08,-1.96,-0.053286753825905066
2.3499999999999995e-08,-1.96,-0.05233469739196902
2.3999999999999997e-08,-1.96,-0.051407264716657304
2.4499999999999998e-08,-1.96,-0.05050345967015782
2.4999999999999996e-08,-1.96,-0.04962234511072208
2.5499999999999997e-08,-1.96,-0.048763038268974816
2.5999999999999995e-08,-1.96,-0.04792470657705093
2.6499999999999996e-08,-1.96,-0.04710656389199863
2.6999999999999997e-08,-1.96,-0.04630786706947333
2.7499999999999995e-08,-1.96,-0.04552791284936957
2.7999999999999996e-08,-1.96,-0.04476603501985364
2.8499999999999997e-08,-1.96,-0.0440216018303963
2.8999999999999995e-08,-1.96,-0.04329401362796747
2.9499999999999996e-08,-1.96,-0.04258270069363332
3e-08,-1.96,-0.04188712125946118
3.0499999999999995e-08,-1.96,-0.04120675968795251
3.099999999999999e-08,-1.96,-0.040541124798238494
3.15e-08,-1.96,-0.03988974832503082
3.1999999999999995e-08,-1.96,-0.03925218349785716
3.249999999999999e-08,-1.96,-0.03862800372945804
3.3e-08,-1.96,-0.03801680140340517
3.3499999999999996e-08,-1.96,-0.03741818675204302
3.3999999999999993e-08,-1.96,-0.03683178681677327
3.45e-08,-1.96,-0.036257244483514556
3.4999999999999996e-08,-1.96,-0.03569421758688729
3.5499999999999994e-08,-1.96,-0.035142378077311784
3.599999999999999e-08,-1.96,-0.03460141124577352
3.6499999999999996e-08,-1.96,-0.034071015001513945
3.6999999999999994e-08,-1.96,-0.033550899198354384
3.749999999999999e-08,-1.96,-0.033040785005762
3.7999999999999996e-08,-1.96,-0.032540404321125954
3.8499999999999994e-08,-1.96,-0.032049499220066995
3.899999999999999e-08,-1.96,-0.031567821441688404
3.9499999999999996e-08,-1.96,-0.031095131906450184
3.9999999999999994e-08,-1.96,-0.030631200263888506
4.049999999999999e-08,-1.96,-0.030175804468137817
4.0999999999999997e-08,-1.96,-0.02972873037919031
4.1499999999999994e-08,-1.96,-0.02928977138803461
4.199999999999999e-08,-1.96,-0.028858728063970336
4.25e-08,-1.96,-0.0284354078225358
4.2999999999999995e-08,-1.96,-0.028019624612613172
4.349999999999999e-08,-1.96,-0.027611198621391053
4.4e-08,-1.96,-0.027209955995969506
4.4499999999999995e-08,-1.96,-0.026815728580488106
4.499999999999999e-08,-1.96,-0.026428353667744587
4.549999999999999e-08,-1.96,-0.026047673764351225
4.5999999999999995e-08,-1.96,-0.025673536368548446
4.649999999999999e-08,-1.96,-0.025305793759861493
4.699999999999999e-08,-1.96,-0.02494430279984646
4.7499999999999995e-08,-1.96,-0.024588924743227745
4.799999999999999e-08,-1.96,-0.02423952505877956
4.849999999999999e-08,-1.96,-0.023895973259350986
4.8999999999999995e-08,-1.96,-0.023558142740476906
4.949999999999999e-08,-1.96,-0.02322591062705647
5e-08,-1.96,-0.022899157627617007
5.3535353535353535e-08,-1.96,-0.02073554100206316
5.7070707070707066e-08,-1.96,-0.0188040135340832
6.060606060606061e-08,-1.96,-0.01707429089889469
6.414141414141413e-08,-1.96,-0.015521109160764988
6.767676767676767e-08,-1.96,-0.01412317947122742
7.121212121212121e-08,-1.96,-0.012862404211672975
7.474747474747475e-08,-1.96,-0.011723279309866651
7.828282828282828e-08,-1.96,-0.010692431669455583
8.181818181818181e-08,-1.96,-0.009758256336936246
8.535353535353534e-08,-1.96,-0.008910628429792072
8.888888888888888e-08,-1.96,-0.008140671888232774
